Customer_ID,monto,fecha,id_tienda,edad,ingresos,pais,puntos_lealtad,segmento_cliente
1580,644,2025-01-08 19:00:00,17,49,9151,México,8924,Regular
1431,1305,2025-01-08 20:00:00,11,26,36259,Canada,1862,Premium Joven
1598,3540,2025-01-08 21:00:00,7,37,36452,México,5648,Regular
1585,883,2025-01-08 22:00:00,3,56,34892,México,8476,Regular
1586,2124,2025-01-08 23:00:00,9,37,5660,USA,8677,Regular
1591,2873,2025-01-09 00:00:00,7,30,26470,México,2628,Regular
1752,3217,2025-01-09 01:00:00,2,25,22130,Canada,8019,Premium Joven
1576,1748,2025-01-09 02:00:00,8,34,30439,México,1769,Regular
1790,3372,2025-01-09 03:00:00,2,36,34720,México,4252,Regular
1869,1342,2025-01-09 04:00:00,17,62,27031,México,8420,Regular
1685,3933,2025-01-09 05:00:00,6,20,29865,México,1702,Premium Joven
1928,4968,2025-01-09 06:00:00,3,35,46258,México,9753,Regular
1025,1362,2025-01-09 07:00:00,2,35,17202,México,7942,Regular
1475,262,2025-01-09 08:00:00,15,67,20224,México,6518,Regular
1465,4331,2025-01-09 09:00:00,10,51,6699,México,1661,Regular
1153,1238,2025-01-09 10:00:00,19,63,27762,México,141,Regular
1817,765,2025-01-09 11:00:00,11,56,24035,México,7880,Regular
1131,2688,2025-01-09 12:00:00,16,49,24622,México,9149,Regular
1804,3026,2025-01-09 13:00:00,1,69,14417,México,5620,Regular
1235,3213,2025-01-09 14:00:00,14,52,47814,México,3608,Regular
1454,3133,2025-01-09 15:00:00,12,46,26647,USA,318,Regular
1794,3649,2025-01-09 16:00:00,4,53,26827,Canada,753,Regular
1266,1348,2025-01-09 17:00:00,4,61,23362,México,8905,Regular
1594,433,2025-01-09 18:00:00,10,50,22120,México,6180,Regular
1291,1267,2025-01-09 19:00:00,15,26,20371,Canada,1213,Premium Joven
1177,437,2025-01-09 20:00:00,6,49,29145,USA,8302,Regular
1944,531,2025-01-09 21:00:00,14,68,14750,México,5555,Regular
1949,2016,2025-01-09 22:00:00,8,19,13436,México,7812,Premium Joven
1419,4104,2025-01-09 23:00:00,15,64,12858,México,3171,Regular
1208,1423,2025-01-10 00:00:00,3,44,28274,USA,7592,Regular
1214,4502,2025-01-10 01:00:00,15,40,26189,México,5082,Regular
1980,2260,2025-01-10 02:00:00,9,34,29101,México,6587,Regular
1170,438,2025-01-10 03:00:00,7,36,24359,México,8660,Regular
1594,4334,2025-01-10 04:00:00,18,50,22120,México,6180,Regular
1524,1451,2025-01-10 05:00:00,17,43,33870,México,3432,Regular
1766,600,2025-01-10 06:00:00,2,42,24580,México,5101,Regular
1201,877,2025-01-10 07:00:00,5,50,25655,México,9432,Regular
1963,4635,2025-01-10 08:00:00,1,61,28290,México,7222,Regular
1755,3205,2025-01-10 09:00:00,15,64,13496,México,4343,Regular
1136,1116,2025-01-10 10:00:00,14,69,11781,USA,8767,Regular
1106,3773,2025-01-10 11:00:00,13,26,6625,Canada,4355,Premium Joven
1706,3900,2025-01-10 12:00:00,9,60,16986,México,5151,Regular
1615,3865,2025-01-10 13:00:00,18,62,17581,México,8023,Regular
1998,1580,2025-01-10 14:00:00,10,53,7454,Canada,9149,Regular
1360,3962,2025-01-10 15:00:00,5,42,5375,Canada,2222,Regular
1181,3467,2025-01-10 16:00:00,2,55,33848,México,3977,Regular
1989,1393,2025-01-10 17:00:00,6,41,24704,Canada,4174,Regular
1884,2554,2025-01-10 18:00:00,5,67,18643,Canada,8304,Regular
1225,2903,2025-01-10 19:00:00,13,52,45331,México,3345,Regular
1219,1400,2025-01-10 20:00:00,12,66,14097,México,1310,Regular
1231,2155,2025-01-10 21:00:00,10,26,11301,México,3223,Premium Joven
1205,2919,2025-01-10 22:00:00,13,63,38340,Canada,6194,Regular
1838,3702,2025-01-10 23:00:00,9,24,34193,México,9208,Premium Joven
1249,1231,2025-01-11 00:00:00,16,28,34201,Canada,8077,Premium Joven
1325,708,2025-01-11 01:00:00,15,27,47068,México,6296,Regular
1341,1237,2025-01-11 02:00:00,13,22,48466,México,8521,Premium Joven
1914,3046,2025-01-11 03:00:00,9,52,33450,México,211,Regular
1122,2764,2025-01-11 04:00:00,7,62,26343,Canada,7123,Regular
1134,4389,2025-01-11 05:00:00,19,37,13295,México,8000,Regular
1372,978,2025-01-11 06:00:00,4,65,44335,México,5137,Regular
1420,1369,2025-01-11 07:00:00,14,32,13017,México,8180,Regular
1443,492,2025-01-11 08:00:00,19,51,38911,Canada,3582,Regular
1239,1255,2025-01-11 09:00:00,15,43,41219,México,5521,Regular
1354,3657,2025-01-11 10:00:00,4,27,14454,USA,9201,Premium Joven
1475,2148,2025-01-11 11:00:00,11,67,20224,México,6518,Regular
1810,3088,2025-01-11 12:00:00,7,49,46474,Canada,837,Regular
1996,4272,2025-01-11 13:00:00,7,21,35727,Canada,6935,Premium Joven
1968,4705,2025-01-11 14:00:00,3,38,36277,USA,8490,Regular
1182,1406,2025-01-11 15:00:00,1,32,8684,México,1547,Regular
1547,1225,2025-01-11 16:00:00,14,40,26152,México,9415,Regular
1120,4867,2025-01-11 17:00:00,14,21,46141,USA,8425,Premium Joven
1703,4448,2025-01-11 18:00:00,11,33,7899,México,9558,Regular
1587,4522,2025-01-11 19:00:00,2,45,47126,México,6557,Regular
1411,2252,2025-01-11 20:00:00,15,58,22265,México,8877,Regular
1104,2308,2025-01-11 21:00:00,18,59,21475,México,4263,Regular
1780,765,2025-01-11 22:00:00,13,46,27394,México,4556,Regular
1975,3072,2025-01-11 23:00:00,18,34,30699,México,9985,Regular
1990,2111,2025-01-12 00:00:00,11,27,15783,México,5135,Premium Joven
1834,2866,2025-01-12 01:00:00,5,60,20516,México,1781,Regular
1872,1907,2025-01-12 02:00:00,13,44,45456,México,7708,Regular
1320,1522,2025-01-12 03:00:00,19,45,32514,México,6752,Regular
1827,3744,2025-01-12 04:00:00,14,27,5378,Canada,1191,Premium Joven
1743,1562,2025-01-12 05:00:00,18,31,12945,México,1999,Regular
1389,501,2025-01-12 06:00:00,11,29,41610,USA,1854,Regular
1862,213,2025-01-12 07:00:00,18,42,49372,México,2804,Regular
1566,4236,2025-01-12 08:00:00,19,51,5696,México,3370,Regular
1267,819,2025-01-12 09:00:00,14,18,47047,México,9017,Regular
1612,2735,2025-01-12 10:00:00,11,18,28437,México,2686,Premium Joven
1339,2042,2025-01-12 11:00:00,17,39,6420,México,2895,Regular
1511,4851,2025-01-12 12:00:00,12,37,47635,Canada,9171,Regular
1675,3201,2025-01-12 13:00:00,13,19,29963,USA,1049,Premium Joven
1958,4222,2025-01-12 14:00:00,18,47,38879,México,5562,Regular
1316,761,2025-01-12 15:00:00,3,24,6734,México,9399,Regular
1440,2610,2025-01-12 16:00:00,8,62,5341,México,7162,Regular
1070,3338,2025-01-12 17:00:00,7,69,9146,México,2879,Regular
1725,4482,2025-01-12 18:00:00,5,24,41703,México,8057,Premium Joven
1399,1805,2025-01-12 19:00:00,18,49,5505,Canada,2417,Regular
1651,1202,2025-01-12 20:00:00,7,50,22327,México,3699,Regular
1172,3116,2025-01-12 21:00:00,7,32,19688,México,7665,Regular
1005,2615,2025-01-12 22:00:00,4,27,38819,México,4448,Premium Joven
1170,1453,2025-01-12 23:00:00,5,36,24359,México,8660,Regular
1221,2193,2025-01-13 00:00:00,7,29,28484,Canada,346,Premium Joven
1717,4027,2025-01-13 01:00:00,3,34,38677,USA,5766,Regular
1228,3793,2025-01-13 02:00:00,17,68,44226,USA,6840,Regular
1319,155,2025-01-13 03:00:00,8,37,16751,México,442,Regular
1089,764,2025-01-13 04:00:00,7,43,43842,Canada,7460,Regular
1580,4030,2025-01-13 05:00:00,17,49,9151,México,8924,Regular
1336,4037,2025-01-13 06:00:00,13,55,24370,Canada,6,Regular
1700,1549,2025-01-13 07:00:00,10,37,29830,México,1779,Regular
1603,2411,2025-01-13 08:00:00,7,23,9772,México,9348,Premium Joven
1795,4615,2025-01-13 09:00:00,1,64,18628,USA,7049,Regular
1846,1276,2025-01-13 10:00:00,9,42,47723,México,3113,Regular
1162,3962,2025-01-13 11:00:00,13,37,47307,USA,9731,Regular
1640,4209,2025-01-13 12:00:00,17,37,41574,Canada,7529,Regular
1294,168,2025-01-13 13:00:00,4,50,42217,México,8426,Regular
1372,3409,2025-01-13 14:00:00,7,65,44335,México,5137,Regular
1813,3401,2025-01-13 15:00:00,6,52,6772,México,1771,Regular
1220,3587,2025-01-13 16:00:00,4,67,10270,Canada,2234,Regular
1193,4531,2025-01-13 17:00:00,4,24,17397,Canada,9690,Premium Joven
1859,2394,2025-01-13 18:00:00,11,53,47796,Canada,6867,Regular
1972,3179,2025-01-13 19:00:00,17,45,34996,Canada,4794,Regular
1913,3328,2025-01-13 20:00:00,15,50,35307,USA,3999,Regular
1834,2050,2025-01-13 21:00:00,5,60,20516,México,1781,Regular
1455,3581,2025-01-13 22:00:00,7,65,47223,México,6731,Regular
1655,4380,2025-01-13 23:00:00,17,46,39889,Canada,2512,Regular
1583,4732,2025-01-14 00:00:00,6,24,17004,México,5470,Premium Joven
1169,758,2025-01-14 01:00:00,3,38,5734,México,2173,Regular
1165,380,2025-01-14 02:00:00,6,26,48504,USA,9935,Regular
1688,3940,2025-01-14 03:00:00,13,46,39703,Canada,7104,Regular
1955,2712,2025-01-14 04:00:00,18,27,37034,México,8948,Premium Joven
1213,1531,2025-01-14 05:00:00,7,25,23223,México,2566,Premium Joven
1847,1599,2025-01-14 06:00:00,9,21,31397,México,8745,Premium Joven
1323,2254,2025-01-14 07:00:00,11,53,25110,México,2264,Regular
1204,1060,2025-01-14 08:00:00,14,48,39338,México,3129,Regular
1572,3286,2025-01-14 09:00:00,2,57,18129,USA,8334,Regular
1356,3256,2025-01-14 10:00:00,14,62,8172,Canada,3236,Regular
1706,1005,2025-01-14 11:00:00,19,60,16986,México,5151,Regular
1405,3256,2025-01-14 12:00:00,1,49,34963,México,9790,Regular
1906,3219,2025-01-14 13:00:00,15,59,20546,México,9174,Regular
1417,3024,2025-01-14 14:00:00,8,36,42444,USA,8391,Regular
1698,3773,2025-01-14 15:00:00,6,48,42071,México,6605,Regular
1077,4480,2025-01-14 16:00:00,18,42,22261,México,4515,Regular
1798,1530,2025-01-14 17:00:00,6,38,21707,Canada,7365,Regular
1819,3270,2025-01-14 18:00:00,6,19,25921,USA,3948,Premium Joven
1655,3312,2025-01-14 19:00:00,12,46,39889,Canada,2512,Regular
1579,3578,2025-01-14 20:00:00,8,30,41241,México,2727,Regular
1104,2555,2025-01-14 21:00:00,19,59,21475,México,4263,Regular
1400,4600,2025-01-14 22:00:00,13,57,24659,México,3799,Regular
1852,3584,2025-01-14 23:00:00,10,45,47100,México,2222,Regular
1496,291,2025-01-15 00:00:00,3,29,48228,México,3799,Regular
1185,211,2025-01-15 01:00:00,9,64,29181,México,6354,Regular
1808,1250,2025-01-15 02:00:00,11,59,12331,México,665,Regular
1614,3432,2025-01-15 03:00:00,18,45,34688,México,4370,Regular
1880,1396,2025-01-15 04:00:00,12,48,44387,México,6492,Regular
1174,2941,2025-01-15 05:00:00,4,27,15515,Canada,524,Premium Joven
1061,1345,2025-01-15 06:00:00,7,36,28842,Canada,3942,Regular
1627,339,2025-01-15 07:00:00,19,69,13895,México,5497,Regular
1598,644,2025-01-15 08:00:00,2,37,36452,México,5648,Regular
1625,4435,2025-01-15 09:00:00,15,25,16505,México,1948,Premium Joven
1082,3690,2025-01-15 10:00:00,1,65,37131,México,5602,Regular
1747,2676,2025-01-15 11:00:00,4,66,29027,México,7304,Regular
1957,2453,2025-01-15 12:00:00,18,67,25506,USA,8894,Regular
1396,1965,2025-01-15 13:00:00,17,21,46345,México,1602,Premium Joven
1785,4361,2025-01-15 14:00:00,9,41,27892,USA,919,Regular
1039,678,2025-01-15 15:00:00,16,52,14765,USA,428,Regular
1648,187,2025-01-15 16:00:00,16,64,40797,USA,4852,Regular
1796,3138,2025-01-15 17:00:00,16,60,17425,México,6642,Regular
1086,2348,2025-01-15 18:00:00,14,39,34361,México,2370,Regular
1544,533,2025-01-15 19:00:00,4,54,27826,USA,997,Regular
1820,1634,2025-01-15 20:00:00,2,31,13115,USA,3894,Regular
1703,1620,2025-01-15 21:00:00,13,33,7899,México,9558,Regular
1442,2232,2025-01-15 22:00:00,5,60,29825,USA,4771,Regular
1463,3704,2025-01-15 23:00:00,2,42,28614,México,5270,Regular
1612,2724,2025-01-16 00:00:00,1,18,28437,México,2686,Premium Joven
1176,1022,2025-01-16 01:00:00,15,52,23430,Canada,6003,Regular
1541,4687,2025-01-16 02:00:00,18,65,16595,Canada,8934,Regular
1246,3581,2025-01-16 03:00:00,4,20,17679,México,2627,Premium Joven
1736,467,2025-01-16 04:00:00,16,64,38538,Canada,8257,Regular
1939,1328,2025-01-16 05:00:00,16,54,32164,Canada,4158,Regular
1351,636,2025-01-16 06:00:00,11,19,18217,México,3034,Regular
1821,520,2025-01-16 07:00:00,5,18,39267,México,2803,Regular
1120,3583,2025-01-16 08:00:00,12,21,46141,USA,8425,Premium Joven
1258,238,2025-01-16 09:00:00,18,60,20176,México,7902,Regular
1270,743,2025-01-16 10:00:00,10,28,23994,Canada,2273,Regular
1136,3193,2025-01-16 11:00:00,3,69,11781,USA,8767,Regular
1277,4980,2025-01-16 12:00:00,16,33,17201,USA,5926,Regular
1860,1430,2025-01-16 13:00:00,18,45,6367,USA,769,Regular
1314,3882,2025-01-16 14:00:00,13,19,20661,México,9091,Premium Joven
1220,3733,2025-01-16 15:00:00,10,67,10270,Canada,2234,Regular
1426,1200,2025-01-16 16:00:00,9,43,27347,México,9328,Regular
1398,4051,2025-01-16 17:00:00,12,31,27477,USA,364,Regular
1734,3557,2025-01-16 18:00:00,12,39,15218,México,4729,Regular
1746,3758,2025-01-16 19:00:00,13,51,14768,México,3959,Regular
1968,2914,2025-01-16 20:00:00,5,38,36277,USA,8490,Regular
1296,3633,2025-01-16 21:00:00,12,52,10309,México,165,Regular
1618,4772,2025-01-16 22:00:00,1,51,49627,México,391,Regular
1302,929,2025-01-16 23:00:00,7,39,22216,Canada,1743,Regular
1659,562,2025-01-17 00:00:00,14,68,13166,USA,4362,Regular
1181,747,2025-01-17 01:00:00,13,55,33848,México,3977,Regular
1392,3639,2025-01-17 02:00:00,10,57,39931,USA,9728,Regular
1607,2152,2025-01-17 03:00:00,19,49,39812,México,4721,Regular
