Customer_ID,monto,fecha,id_tienda
1957,2453,2025-01-15 12:00:00,18
1396,1965,2025-01-15 13:00:00,17
1785,4361,2025-01-15 14:00:00,9
1039,678,2025-01-15 15:00:00,16
1648,187,2025-01-15 16:00:00,16
1796,3138,2025-01-15 17:00:00,16
1086,2348,2025-01-15 18:00:00,14
1544,533,2025-01-15 19:00:00,4
1820,1634,2025-01-15 20:00:00,2
1703,1620,2025-01-15 21:00:00,13
1442,2232,2025-01-15 22:00:00,5
1463,3704,2025-01-15 23:00:00,2
1612,2724,2025-01-16 00:00:00,1
1176,1022,2025-01-16 01:00:00,15
1541,4687,2025-01-16 02:00:00,18
1246,3581,2025-01-16 03:00:00,4
1736,467,2025-01-16 04:00:00,16
1939,1328,2025-01-16 05:00:00,16
1351,636,2025-01-16 06:00:00,11
1821,520,2025-01-16 07:00:00,5
1120,3583,2025-01-16 08:00:00,12
1258,238,2025-01-16 09:00:00,18
1270,743,2025-01-16 10:00:00,10
1136,3193,2025-01-16 11:00:00,3
1277,4980,2025-01-16 12:00:00,16
1860,1430,2025-01-16 13:00:00,18
1314,3882,2025-01-16 14:00:00,13
1220,3733,2025-01-16 15:00:00,10
1426,1200,2025-01-16 16:00:00,9
1398,4051,2025-01-16 17:00:00,12
1734,3557,2025-01-16 18:00:00,12
1746,3758,2025-01-16 19:00:00,13
1968,2914,2025-01-16 20:00:00,5
1296,3633,2025-01-16 21:00:00,12
1618,4772,2025-01-16 22:00:00,1
1302,929,2025-01-16 23:00:00,7
1659,562,2025-01-17 00:00:00,14
1181,747,2025-01-17 01:00:00,13
1392,3639,2025-01-17 02:00:00,10
1607,2152,2025-01-17 03:00:00,19
1251,312,2025-01-17 04:00:00,5
1410,2031,2025-01-17 05:00:00,12
1186,1357,2025-01-17 06:00:00,14
1004,2651,2025-01-17 07:00:00,8
1943,1258,2025-01-17 08:00:00,14
1059,4426,2025-01-17 09:00:00,2
1552,3404,2025-01-17 10:00:00,11
1538,3909,2025-01-17 11:00:00,11
1660,4057,2025-01-17 12:00:00,14
1755,3664,2025-01-17 13:00:00,19
1090,4360,2025-01-17 14:00:00,19
1456,646,2025-01-17 15:00:00,14
1552,4702,2025-01-17 16:00:00,8
1363,594,2025-01-17 17:00:00,17
1157,1415,2025-01-17 18:00:00,10
1283,4563,2025-01-17 19:00:00,19
1040,4355,2025-01-17 20:00:00,2
1163,4360,2025-01-17 21:00:00,15
1100,948,2025-01-17 22:00:00,10
1571,3389,2025-01-17 23:00:00,9
1642,2292,2025-01-18 00:00:00,19
1597,4679,2025-01-18 01:00:00,10
1177,2018,2025-01-18 02:00:00,4
1921,3907,2025-01-18 03:00:00,8
1471,3991,2025-01-18 04:00:00,2
1738,4425,2025-01-18 05:00:00,9
1706,3521,2025-01-18 06:00:00,2
1471,4632,2025-01-18 07:00:00,8
1295,573,2025-01-18 08:00:00,15
1977,4560,2025-01-18 09:00:00,18
1251,4270,2025-01-18 10:00:00,6
1433,4325,2025-01-18 11:00:00,3
1214,1170,2025-01-18 12:00:00,4
1655,3769,2025-01-18 13:00:00,19
1245,3442,2025-01-18 14:00:00,10
1347,2466,2025-01-18 15:00:00,15
1648,4547,2025-01-18 16:00:00,9
1120,3876,2025-01-18 17:00:00,13
1443,2706,2025-01-18 18:00:00,19
1950,292,2025-01-18 19:00:00,7
1737,4599,2025-01-18 20:00:00,18
1995,2002,2025-01-18 21:00:00,12
1514,4743,2025-01-18 22:00:00,2
1725,715,2025-01-18 23:00:00,15
1156,4404,2025-01-19 00:00:00,1
1122,2106,2025-01-19 01:00:00,10
1127,190,2025-01-19 02:00:00,12
1249,2653,2025-01-19 03:00:00,7
1040,4027,2025-01-19 04:00:00,15
1633,2013,2025-01-19 05:00:00,6
1043,4490,2025-01-19 06:00:00,9
1917,504,2025-01-19 07:00:00,15
1033,1583,2025-01-19 08:00:00,19
1141,529,2025-01-19 09:00:00,11
1505,3034,2025-01-19 10:00:00,12
1595,4978,2025-01-19 11:00:00,12
1445,4391,2025-01-19 12:00:00,4
1897,3476,2025-01-19 13:00:00,10
1459,1132,2025-01-19 14:00:00,16
1461,875,2025-01-19 15:00:00,4
1213,4135,2025-01-19 16:00:00,16
1384,3375,2025-01-19 17:00:00,2
1038,4294,2025-01-19 18:00:00,4
1324,4866,2025-01-19 19:00:00,3
1221,1380,2025-01-19 20:00:00,19
1118,2425,2025-01-19 21:00:00,8
1520,2677,2025-01-19 22:00:00,9
1746,3843,2025-01-19 23:00:00,15
1093,2131,2025-01-20 00:00:00,17
1400,4917,2025-01-20 01:00:00,5
1596,3179,2025-01-20 02:00:00,18
1380,109,2025-01-20 03:00:00,18
1407,2053,2025-01-20 04:00:00,12
1864,495,2025-01-20 05:00:00,13
1063,2449,2025-01-20 06:00:00,10
1976,2314,2025-01-20 07:00:00,5
1251,4287,2025-01-20 08:00:00,7
1032,4610,2025-01-20 09:00:00,16
1959,3511,2025-01-20 10:00:00,8
1156,2948,2025-01-20 11:00:00,13
1821,2274,2025-01-20 12:00:00,1
1732,445,2025-01-20 13:00:00,16
1092,1384,2025-01-20 14:00:00,1
1791,569,2025-01-20 15:00:00,9
1026,3788,2025-01-20 16:00:00,13
1425,139,2025-01-20 17:00:00,19
1381,4362,2025-01-20 18:00:00,6
1788,618,2025-01-20 19:00:00,5
1763,2792,2025-01-20 20:00:00,1
1028,2852,2025-01-20 21:00:00,9
1694,1802,2025-01-20 22:00:00,10
1301,4514,2025-01-20 23:00:00,1
1275,2977,2025-01-21 00:00:00,12
1247,3454,2025-01-21 01:00:00,7
1360,1094,2025-01-21 02:00:00,2
1802,368,2025-01-21 03:00:00,2
1151,102,2025-01-21 04:00:00,4
1540,1577,2025-01-21 05:00:00,13
1125,3938,2025-01-21 06:00:00,4
1772,1671,2025-01-21 07:00:00,8
1123,1518,2025-01-21 08:00:00,13
1531,306,2025-01-21 09:00:00,6
1359,4517,2025-01-21 10:00:00,4
1590,678,2025-01-21 11:00:00,18
1559,3019,2025-01-21 12:00:00,16
1550,2616,2025-01-21 13:00:00,8
1286,321,2025-01-21 14:00:00,15
1039,3565,2025-01-21 15:00:00,16
1529,3497,2025-01-21 16:00:00,17
1518,2033,2025-01-21 17:00:00,4
1345,900,2025-01-21 18:00:00,19
1317,3518,2025-01-21 19:00:00,19
1000,2462,2025-01-21 20:00:00,7
1631,1265,2025-01-21 21:00:00,2
1812,459,2025-01-21 22:00:00,15
1458,1692,2025-01-21 23:00:00,3
1925,1180,2025-01-22 00:00:00,9
1169,4849,2025-01-22 01:00:00,1
1871,4413,2025-01-22 02:00:00,10
1422,4080,2025-01-22 03:00:00,12
1152,111,2025-01-22 04:00:00,10
1619,4426,2025-01-22 05:00:00,7
1995,165,2025-01-22 06:00:00,3
1001,2589,2025-01-22 07:00:00,2
1755,2636,2025-01-22 08:00:00,7
1147,4784,2025-01-22 09:00:00,5
1892,4510,2025-01-22 10:00:00,14
1981,3939,2025-01-22 11:00:00,9
1368,4792,2025-01-22 12:00:00,19
1159,3684,2025-01-22 13:00:00,13
1458,1715,2025-01-22 14:00:00,14
1067,4562,2025-01-22 15:00:00,7
1397,4553,2025-01-22 16:00:00,14
1349,711,2025-01-22 17:00:00,7
1267,989,2025-01-22 18:00:00,17
1240,2370,2025-01-22 19:00:00,14
1657,223,2025-01-22 20:00:00,1
1172,702,2025-01-22 21:00:00,12
1277,3136,2025-01-22 22:00:00,11
1680,3752,2025-01-22 23:00:00,11
1185,1445,2025-01-23 00:00:00,5
1838,2002,2025-01-23 01:00:00,4
1394,2378,2025-01-23 02:00:00,10
1671,1632,2025-01-23 03:00:00,2
1139,624,2025-01-23 04:00:00,18
1077,4531,2025-01-23 05:00:00,6
1608,897,2025-01-23 06:00:00,3
1446,2787,2025-01-23 07:00:00,10
1702,565,2025-01-23 08:00:00,17
1757,716,2025-01-23 09:00:00,12
1789,3091,2025-01-23 10:00:00,1
1946,3868,2025-01-23 11:00:00,4
1821,4507,2025-01-23 12:00:00,13
1707,4966,2025-01-23 13:00:00,19
1497,1899,2025-01-23 14:00:00,4
1624,2736,2025-01-23 15:00:00,1
1757,277,2025-01-23 16:00:00,8
1924,3478,2025-01-23 17:00:00,19
1406,3075,2025-01-23 18:00:00,7
1204,4178,2025-01-23 19:00:00,12
1915,1759,2025-01-23 20:00:00,13
1306,3354,2025-01-23 21:00:00,6
1484,1261,2025-01-23 22:00:00,16
1899,853,2025-01-23 23:00:00,6
1984,2063,2025-01-24 00:00:00,11
1052,1167,2025-01-24 01:00:00,17
1919,1171,2025-01-24 02:00:00,14
1987,4132,2025-01-24 03:00:00,14
1862,714,2025-01-24 04:00:00,11
1502,2456,2025-01-24 05:00:00,5
1417,1949,2025-01-24 06:00:00,13
1117,221,2025-01-24 07:00:00,13
1276,3624,2025-01-24 08:00:00,4
1169,3878,2025-01-24 09:00:00,18
1920,2411,2025-01-24 10:00:00,18
1885,2425,2025-01-24 11:00:00,12
1203,578,2025-01-24 12:00:00,13
1984,4747,2025-01-24 13:00:00,1
1350,3150,2025-01-24 14:00:00,19
1740,693,2025-01-24 15:00:00,10
1649,2729,2025-01-24 16:00:00,9
1934,4219,2025-01-24 17:00:00,15
1038,2121,2025-01-24 18:00:00,6
1295,2066,2025-01-24 19:00:00,10
1414,2414,2025-01-24 20:00:00,14
1198,1067,2025-01-24 21:00:00,8
1480,1149,2025-01-24 22:00:00,17
1302,3531,2025-01-24 23:00:00,1
1728,1035,2025-01-25 00:00:00,12
1919,2070,2025-01-25 01:00:00,3
1865,3442,2025-01-25 02:00:00,19
1053,1219,2025-01-25 03:00:00,11
1656,658,2025-01-25 04:00:00,5
1294,3760,2025-01-25 05:00:00,4
1185,4322,2025-01-25 06:00:00,9
1662,2648,2025-01-25 07:00:00,1
1714,3570,2025-01-25 08:00:00,19
1546,3058,2025-01-25 09:00:00,2
1817,1101,2025-01-25 10:00:00,7
1973,3178,2025-01-25 11:00:00,2
1934,1043,2025-01-25 12:00:00,9
1960,2814,2025-01-25 13:00:00,9
1200,3857,2025-01-25 14:00:00,10
1280,2890,2025-01-25 15:00:00,10
1381,2082,2025-01-25 16:00:00,8
1095,4236,2025-01-25 17:00:00,4
1474,1715,2025-01-25 18:00:00,9
1096,1957,2025-01-25 19:00:00,11
1248,1618,2025-01-25 20:00:00,18
1309,3849,2025-01-25 21:00:00,10
1008,1319,2025-01-25 22:00:00,18
1025,1875,2025-01-25 23:00:00,12
1046,3339,2025-01-26 00:00:00,18
1173,742,2025-01-26 01:00:00,10
1556,4879,2025-01-26 02:00:00,18
1514,4156,2025-01-26 03:00:00,16
1787,3844,2025-01-26 04:00:00,17
1612,181,2025-01-26 05:00:00,12
1999,2448,2025-01-26 06:00:00,8
1328,4105,2025-01-26 07:00:00,19
1801,1778,2025-01-26 08:00:00,16
1182,566,2025-01-26 09:00:00,4
1645,3067,2025-01-26 10:00:00,15
1216,436,2025-01-26 11:00:00,2
1219,405,2025-01-26 12:00:00,13
1379,2599,2025-01-26 13:00:00,7
1395,2600,2025-01-26 14:00:00,3
1790,3932,2025-01-26 15:00:00,9
1020,4483,2025-01-26 16:00:00,18
1988,1008,2025-01-26 17:00:00,12
1486,1127,2025-01-26 18:00:00,2
1358,671,2025-01-26 19:00:00,19
1438,1120,2025-01-26 20:00:00,6
1870,4090,2025-01-26 21:00:00,17
1324,3975,2025-01-26 22:00:00,18
1557,2984,2025-01-26 23:00:00,2
1059,513,2025-01-27 00:00:00,9
1709,3736,2025-01-27 01:00:00,9
1561,2483,2025-01-27 02:00:00,11
1300,1335,2025-01-27 03:00:00,5
1903,4391,2025-01-27 04:00:00,12
1118,3655,2025-01-27 05:00:00,4
1665,606,2025-01-27 06:00:00,17
1472,3496,2025-01-27 07:00:00,7
1297,1367,2025-01-27 08:00:00,2
1040,338,2025-01-27 09:00:00,11
1669,3708,2025-01-27 10:00:00,19
1740,159,2025-01-27 11:00:00,11
1033,4904,2025-01-27 12:00:00,2
1531,3490,2025-01-27 13:00:00,8
1495,4200,2025-01-27 14:00:00,6
1183,2142,2025-01-27 15:00:00,11
1079,3342,2025-01-27 16:00:00,5
1976,2795,2025-01-27 17:00:00,19
1055,1987,2025-01-27 18:00:00,18
1130,4538,2025-01-27 19:00:00,4
1823,4947,2025-01-27 20:00:00,11
1442,1915,2025-01-27 21:00:00,7
1477,4063,2025-01-27 22:00:00,11
1941,1139,2025-01-27 23:00:00,7
1112,2398,2025-01-28 00:00:00,5
1697,3068,2025-01-28 01:00:00,6
1380,762,2025-01-28 02:00:00,3
1501,1026,2025-01-28 03:00:00,3
1606,2474,2025-01-28 04:00:00,17
1965,2095,2025-01-28 05:00:00,15
1229,116,2025-01-28 06:00:00,6
1298,4522,2025-01-28 07:00:00,8
1903,4046,2025-01-28 08:00:00,12
1733,4821,2025-01-28 09:00:00,7
1091,4512,2025-01-28 10:00:00,2
1807,4363,2025-01-28 11:00:00,7
1937,951,2025-01-28 12:00:00,6
1160,2740,2025-01-28 13:00:00,11
1029,117,2025-01-28 14:00:00,7
1631,3402,2025-01-28 15:00:00,16
1467,3336,2025-01-28 16:00:00,17
1026,3522,2025-01-28 17:00:00,19
1549,1785,2025-01-28 18:00:00,3
1818,1447,2025-01-28 19:00:00,18
1624,371,2025-01-28 20:00:00,11
1021,1778,2025-01-28 21:00:00,6
